,population,degree_centrality,population_normalized,degree_centrality_normalized,population_centrality
336,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
337,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
338,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
339,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
340,3,0.00032133676092544985,1.0001654533421576,1.0256410256410255,0.018302147885205344
341,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
342,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
343,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
344,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
345,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
346,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
347,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
348,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
349,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
350,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
351,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
352,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
353,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
354,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
355,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
356,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
357,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
358,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
359,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
360,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
361,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
362,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
363,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
364,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
365,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
366,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
367,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
368,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
369,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
370,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
371,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
372,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
373,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
374,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
375,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
376,3544,0.0016066838046272492,1.1954555482020737,1.1282051282051282,0.24727352947074988
377,6320,0.0019280205655526992,1.3485550408118243,1.1538461538461537,0.3942723061187653
378,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
379,9295,0.002892030848329049,1.5126296051180232,1.2307692307692308,0.6110222008302749
380,1444,0.0022493573264781488,1.0796382086918155,1.1794871794871795,0.19387922908770028
381,3116,0.002892030848329049,1.1718508713876021,1.2307692307692308,0.313615305938271
382,1960,0.0019280205655526992,1.1080961835429075,1.1538461538461537,0.19753324108056058
