,area_accessibility
1282,36.594549397400726
1283,36.43833833459083
1284,36.16223781845993
1285,36.390041979906414
1286,36.013177222734576
1287,36.27253992090714
1288,37.06433886294442
1289,35.3466769840119
1290,35.491210680344345
1291,36.42834034671529
1292,36.54693513509662
1293,36.03378833231357
1294,36.13097708688699
1295,36.23446942646203
1296,35.78965313901325
1297,36.168049876937495
1298,36.170974129961415
1299,35.99905634137008
1300,35.8844934686358
1301,35.68480545978272
1302,35.89223382617122
1303,35.70799371150172
1304,37.02927732608722
1305,37.582623058444184
1306,36.482578232440645
1307,36.44901842959448
1308,36.3202421273704
1309,36.86578779501187
1310,37.27390486584123
1311,37.20081532713189
1312,36.57788500275865
1313,35.71674591950227
1314,35.78781328054292
1315,35.87647846212552
1316,35.87826483299264
1317,35.9127696501803
1318,36.899434986347075
1319,36.62657971834598
1320,36.44405808940865
1321,36.92000224947013
1322,35.64015548303631
1323,35.358177918113455
1324,36.21599071684696
1325,35.408681226964276
1326,34.244779650873326
1327,35.27267044721906
1328,34.70423673524869
1329,35.45079634661023
1330,35.84478523843662
1331,35.818809117586234
1332,34.758114056213195
1333,35.992825676602976
1334,34.905429517613065
1335,35.25352963485035
1336,36.69367163134317
1337,35.50626165692596
1338,36.42717958816257
1339,35.16525325941056
1340,35.199453042700675
1341,35.833215413114104
1342,35.41201113514556
1343,34.8505275635789
1344,34.59187633582117
1345,35.613631016046526
1346,35.79705029512555
1347,34.59758597605313
1348,34.76847390333985
1349,34.17529519200838
1350,34.10717414336167
1351,34.8406790158137
1352,33.716159049721966
1353,33.88973394213087
1354,33.76192387266623
1355,33.68225407169901
1356,35.261722963223185
1357,35.066929642252234
